 written on 17Jul2025 at 15:26:56 
          22
          91
    3    2    1    1    2    2    1    1    1    1    1    2    3    1    1
    1    1    1    1    1    1    3    1    1    1    1    1    1    1    1
    1    2    1    1    1    1    1    1    1    1    2    1    1    1    1
    1    1    1    1    1    2    1    1    1    1    1    1    1    1    2
    1    1    1    1    1    1    1    1    1    3    1    1    1    1    1
    1    1    1    3    2    1    1    1    1    1    2    2    1    1    2
    3
   -6    3    0    1    1    0.000419   -0.000000
   -6    3    0    2    1    0.000000    0.000000
   -6    3    0    3    1   -0.000000    0.000000
   -6    3    0    4    1    0.000009    0.000000
   -6    3    0    5    1    0.000000   -0.000000
   -6    3    0    6    1   -0.000000    0.000009
   -6    3    0    7    1   -0.000443    0.000000
   -6    3    0    8    1   -0.000000    0.000000
   -6    3    0    9    1   -0.000000   -0.000000
   -6    3    0   10    1    0.000000    0.000000
   -6    3    0   11    1    0.000000   -0.000000
   -6    3    0   12    1    0.000000    0.000000
   -6    3    0   13    1   -0.000029   -0.000000
   -6    3    0   14    1   -0.000000    0.000004
   -6    3    0   15    1    0.000000   -0.000001
   -6    3    0   16    1   -0.000012   -0.000000
   -6    3    0   17    1    0.000079    0.000000
   -6    3    0   18    1   -0.000000    0.000009
   -6    3    0   19    1   -0.000560    0.000000
   -6    3    0   20    1    0.000000    0.000024
   -6    3    0   21    1   -0.000000   -0.000016
   -6    3    0   22    1   -0.000023   -0.000000
   -6    3    0    1    2    0.000000    0.000000
   -6    3    0    2    2    0.000419   -0.000000
   -6    3    0    3    2   -0.000009   -0.000000
   -6    3    0    4    2   -0.000000   -0.000000
   -6    3    0    5    2    0.000000    0.000009
   -6    3    0    6    2   -0.000000    0.000000
   -6    3    0    7    2   -0.000000    0.000000
   -6    3    0    8    2   -0.000442    0.000000
   -6    3    0    9    2   -0.000000    0.000000
   -6    3    0   10    2   -0.000000    0.000000
   -6    3    0   11    2    0.000000    0.000000
   -6    3    0   12    2    0.000000   -0.000000
   -6    3    0   13    2    0.000000    0.000004
   -6    3    0   14    2   -0.000029   -0.000000
   -6    3    0   15    2    0.000012    0.000000
   -6    3    0   16    2    0.000000    0.000001
   -6    3    0   17    2   -0.000000    0.000009
   -6    3    0   18    2    0.000079   -0.000000
   -6    3    0   19    2    0.000000    0.000024
   -6    3    0   20    2   -0.000560   -0.000000
   -6    3    0   21    2    0.000023   -0.000000
   -6    3    0   22    2    0.000000    0.000016
   -6    3    0    1    3    0.000000    0.000000
   -6    3    0    2    3   -0.000017    0.000000
   -6    3    0    3    3   -0.000139   -0.000000
   -6    3    0    4    3   -0.000000   -0.000008
   -6    3    0    5    3    0.000000    0.000008
   -6    3    0    6    3   -0.000008   -0.000000
   -6    3    0    7    3    0.000000    0.000000
   -6    3    0    8    3   -0.000020    0.000000
   -6    3    0    9    3    0.000148    0.000000
   -6    3    0   10    3   -0.000000   -0.000000
   -6    3    0   11    3   -0.000000    0.000008
   -6    3    0   12    3   -0.000000    0.000000
   -6    3    0   13    3    0.000000   -0.000011
   -6    3    0   14    3   -0.000015   -0.000000
   -6    3    0   15    3    0.000027    0.000000
   -6    3    0   16    3   -0.000000   -0.000001
   -6    3    0   17    3    0.000000   -0.000003
   -6    3    0   18    3    0.000011   -0.000000
   -6    3    0   19    3   -0.000000   -0.000028
   -6    3    0   20    3   -0.000019   -0.000000
   -6    3    0   21    3    0.000334    0.000000
   -6    3    0   22    3    0.000000    0.000011
   -6    3    0    1    4    0.000017    0.000000
   -6    3    0    2    4    0.000000    0.000000
   -6    3    0    3    4   -0.000000   -0.000008
   -6    3    0    4    4   -0.000139   -0.000000
   -6    3    0    5    4    0.000008   -0.000000
   -6    3    0    6    4    0.000000   -0.000008
   -6    3    0    7    4    0.000020   -0.000000
   -6    3    0    8    4    0.000000   -0.000000
   -6    3    0    9    4    0.000000   -0.000000
   -6    3    0   10    4    0.000148   -0.000000
   -6    3    0   11    4    0.000000   -0.000000
   -6    3    0   12    4   -0.000000   -0.000008
   -6    3    0   13    4    0.000015    0.000000
   -6    3    0   14    4    0.000000    0.000011
   -6    3    0   15    4    0.000000   -0.000001
   -6    3    0   16    4    0.000027    0.000000
   -6    3    0   17    4   -0.000011    0.000000
   -6    3    0   18    4    0.000000    0.000003
   -6    3    0   19    4    0.000019   -0.000000
   -6    3    0   20    4   -0.000000    0.000028
   -6    3    0   21    4    0.000000    0.000011
   -6    3    0   22    4    0.000334   -0.000000
   -6    3    0    1    5    0.000000    0.000000
   -6    3    0    2    5   -0.000000   -0.000017
   -6    3    0    3    5    0.000000   -0.000008
   -6    3    0    4    5   -0.000008   -0.000000
   -6    3    0    5    5   -0.000139    0.000000
   -6    3    0    6    5    0.000000    0.000008
   -6    3    0    7    5   -0.000000   -0.000000
   -6    3    0    8    5   -0.000000   -0.000020
   -6    3    0    9    5   -0.000000   -0.000008
   -6    3    0   10    5   -0.000000    0.000000
   -6    3    0   11    5    0.000148    0.000000
   -6    3    0   12    5   -0.000000    0.000000
   -6    3    0   13    5   -0.000330    0.000000
   -6    3    0   14    5   -0.000000    0.000011
   -6    3    0   15    5    0.000000    0.000001
   -6    3    0   16    5   -0.000007   -0.000000
   -6    3    0   17    5   -0.000105   -0.000000
   -6    3    0   18    5    0.000000    0.000043
   -6    3    0   19    5   -0.000546    0.000000
   -6    3    0   20    5   -0.000000    0.000008
   -6    3    0   21    5   -0.000000   -0.000024
   -6    3    0   22    5    0.000007    0.000000
   -6    3    0    1    6   -0.000000   -0.000017
   -6    3    0    2    6    0.000000   -0.000000
   -6    3    0    3    6    0.000008   -0.000000
   -6    3    0    4    6   -0.000000    0.000008
   -6    3    0    5    6   -0.000000    0.000008
   -6    3    0    6    6   -0.000139   -0.000000
   -6    3    0    7    6   -0.000000   -0.000020
   -6    3    0    8    6   -0.000000   -0.000000
   -6    3    0    9    6    0.000000    0.000000
   -6    3    0   10    6    0.000000    0.000008
   -6    3    0   11    6   -0.000000    0.000000
   -6    3    0   12    6    0.000148    0.000000
   -6    3    0   13    6    0.000000    0.000011
   -6    3    0   14    6   -0.000330    0.000000
   -6    3    0   15    6    0.000007   -0.000000
   -6    3    0   16    6    0.000000   -0.000001
   -6    3    0   17    6    0.000000    0.000043
   -6    3    0   18    6   -0.000105   -0.000000
   -6    3    0   19    6   -0.000000    0.000008
   -6    3    0   20    6   -0.000546    0.000000
   -6    3    0   21    6   -0.000007   -0.000000
   -6    3    0   22    6    0.000000    0.000024
   -6    3    0    1    7   -0.000443   -0.000000
   -6    3    0    2    7    0.000000   -0.000000
   -6    3    0    3    7   -0.000000    0.000000
   -6    3    0    4    7    0.000000    0.000000
   -6    3    0    5    7   -0.000000   -0.000000
   -6    3    0    6    7   -0.000000    0.000000
   -6    3    0    7    7    0.000419    0.000000
   -6    3    0    8    7   -0.000000   -0.000000
   -6    3    0    9    7   -0.000000   -0.000000
   -6    3    0   10    7    0.000009    0.000000
   -6    3    0   11    7   -0.000000   -0.000000
   -6    3    0   12    7    0.000000    0.000009
   -6    3    0   13    7    0.000029    0.000000
   -6    3    0   14    7   -0.000000    0.000004
   -6    3    0   15    7   -0.000000   -0.000001
   -6    3    0   16    7    0.000012   -0.000000
   -6    3    0   17    7    0.000079   -0.000000
   -6    3    0   18    7    0.000000   -0.000009
   -6    3    0   19    7    0.000560    0.000000
   -6    3    0   20    7    0.000000    0.000024
   -6    3    0   21    7   -0.000000    0.000016
   -6    3    0   22    7   -0.000023   -0.000000
   -6    3    0    1    8    0.000000    0.000000
   -6    3    0    2    8   -0.000443    0.000000
   -6    3    0    3    8   -0.000000   -0.000000
   -6    3    0    4    8   -0.000000   -0.000000
   -6    3    0    5    8    0.000000    0.000000
   -6    3    0    6    8   -0.000000    0.000000
